"making_friends","being_successful","good_education","happy_relationships","getting_money","reading","writing","radio","tv","accepted_pni","talking_teachers","talking_villages","funerals","kamadipw","sakau","facebook","talking_kolonia","talking_chief","talking_gov","good_job","friends_school","church","store","talking_neighbors","us_relatives"
"Pohnpeian","English","English","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"English","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","English","Pohnpeian","English","English","English","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","English","English","English"
"Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English"
"English","Pohnpeian","English","English","Pohnpeian","Pohnpeian","English","Pohnpeian","English","English","English","Pohnpeian","English","English","English","Pohnpeian","English","Pohnpeian","English","English","Pohnpeian","Pohnpeian","English","Pohnpeian","English"
"Pohnpeian","English","English","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","Pohnpeian","Pohnpeian","Other","English","Pohnpeian","English","Pohnpeian","English","English","English","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Other","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English"
"Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","English","English","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Kosraean","Pohnpeian"
"Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","English","English","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","English","English","Mokilese","English","English","English","English","English","English","English","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","English"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","English","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian"
"Pohnpeian","Pohnpeian","English","English","English","English","English","Pohnpeian","English","English","English","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","Pohnpeian"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"English","Pohnpeian","English","English","English","Pohnpeian","English","English","English","English","English","Pohnpeian","Pohnpeian","English","Pohnpeian","English","English","Pohnpeian","English","English","Pohnpeian","Pohnpeian","English","English","English"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","English","Pohnpeian","English","English","English","English","English","English","English","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English"
"Pohnpeian","Kosraean","Pohnpeian","Pohnpeian","Kosraean","Kosraean","Kosraean","Kosraean","Kosraean","Kosraean","Kosraean","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","Pohnpeian","English","English","English","English","English","English","English","English","English","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Chuukese","Chuukese","Chuukese","Pohnpeian","Chuukese","Chuukese"
"Pohnpeian","Pohnpeian","English","Pohnpeian","English","Pohnpeian","English","Pohnpeian","English","English","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian"
"Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","English","English"
"Pingelapese","Pohnpeian","English","English","English","English","English","Pohnpeian","English","English","English","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pingelapese","Pohnpeian","Pohnpeian","Pingelapese","Pohnpeian","Pingelapese","Pingelapese","English","Pingelapese"
"Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","English","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","Pohnpeian","English","English"
"Pohnpeian","Pohnpeian","Other","Pohnpeian","Other","Pohnpeian","Other","Other","Other","Other","Other","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Other","Pohnpeian","Pohnpeian","Other","Other","Other"
"Pohnpeian","Pohnpeian","Other","Pohnpeian","Other","Pohnpeian","Other","Other","Other","Other","Other","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Other","Pohnpeian","Pohnpeian","Other","Other","Other"
"Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English"
"Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","Pohnpeian","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","English","Pohnpeian","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","Pohnpeian","English","Other","English","English","Other","English","English","English","English","Other","Pohnpeian","English","Pohnpeian","Other","Other","Pohnpeian","Pohnpeian","English","Other","Other","English","English","English"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Other","English","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian"
"Pohnpeian","English","Pohnpeian","English","English","English","Pohnpeian","English","English","English","English","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","English","English","English"
"Pohnpeian","English","English","Pohnpeian","English","English","English","Pohnpeian","English","English","English","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","English","English"
"English","Pohnpeian","English","Other","English","Pohnpeian","English","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","Other","English","English","English"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Mortlockese","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","Pohnpeian","English","Pohnpeian","English","Pohnpeian","English","Pohnpeian","English","English","English","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","English"
"Pohnpeian","Pohnpeian","Mokilese","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English"
"Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","English","English","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian"
"Pohnpeian","English","English","Pohnpeian","English","English","English","English","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Other","English","English","Mokilese","English","English","English","English","Other","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Mokilese","Pohnpeian","Pohnpeian","English","English","English","Mokilese","Pohnpeian","Mokilese","English"
"English","English","English","Kosraean","English","English","English","Kosraean","English","English","English","Kosraean","English","Kosraean","Kosraean","Kosraean","Kosraean","Kosraean","English","English","English","English","English","English","English"
"English","English","English","Pohnpeian","English","English","English","English","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","Pohnpeian","English","English","Pohnpeian","Pohnpeian","English","Pohnpeian","English"
"English","English","English","English","English","English","English","English","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","English","Mortlockese","Pohnpeian","Pohnpeian","English"
"English","English","English","Pohnpeian","English","English","English","Pohnpeian","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English"
"English","English","English","English","English","English","English","English","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","English","Kosraean","English","English","English"
"English","English","English","English","English","English","English","Pohnpeian","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","English","Pohnpeian","Pohnpeian","English"
"Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","Pohnpeian","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"English","English","English","English","English","English","English","English","English","English","English","English","Chuukese","Chuukese","English","English","English","Pohnpeian","English","English","English","Chuukese","English","English","Chuukese"
"English","English","English","English","English","English","English","Pohnpeian","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","English","Pohnpeian","English"
"English","English","English","English","English","English","English","Pohnpeian","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","English","Pohnpeian","English"
"Pohnpeian","English","English","Pohnpeian","English","English","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"English","English","English","English","English","English","English","English","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","English","Pohnpeian","Pohnpeian","English","English"
"English","English","English","English","English","English","English","English","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","English","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian"
"English","English","English","English","English","English","English","Pohnpeian","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Mortlockese","Pohnpeian","Mortlockese","English"
"English","English","English","Other","English","English","English","English","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","English","English","English","English","English","English","English","English"
"English","English","English","Pohnpeian","English","English","English","Pohnpeian","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","Pohnpeian","English"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"English","English","English","English","English","English","English","English","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","English","English","English","English","Pohnpeian","Other"
"English","English","English","English","English","English","English","English","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","English","English","English","English","English"
"Pohnpeian","English","English","Pohnpeian","English","Pohnpeian","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"English","English","English","English","English","English","English","English","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","English"
"Pohnpeian","English","English","Mortlockese","English","English","English","Chuukese","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Mortlockese","English","Mortlockese","Mortlockese"
"English","English","English","English","English","English","English","English","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","English","English","English","Pohnpeian","English"
"English","English","English","English","English","English","English","English","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English"
"Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","English","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian"
"English","English","English","English","English","English","English","English","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","English","English","English","English","Pohnpeian"
"English","English","English","English","English","English","English","English","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","English","English","English","English","English","English"
"English","English","English","Pohnpeian","Other","English","English","English","English","Pohnpeian","English","Pohnpeian","Other","Other","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Other"
"English","English","English","English","English","English","English","English","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","English","English","English","English","Pohnpeian"
"Pohnpeian","English","English","Pohnpeian","English","English","English","English","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"Mortlockese","English","English","Mortlockese","English","English","English","English","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","Pohnpeian","Mortlockese","Mortlockese","Mortlockese","Pohnpeian"
"English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English"
"English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English"
"English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English","English"
"Pohnpeian","English","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","Pohnpeian","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English"
"English","English","English","English","English","English","Pohnpeian","English","English","English","English","English","English","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","English","English","English","English","Chuukese"
"English","English","English","English","English","English","English","English","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","English"
"English","English","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","English","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian"
"English","English","English","English","English","English","English","Pohnpeian","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","English","Pohnpeian","English","Pohnpeian","English"
"English","English","English","English","English","English","English","English","English","English","English","Pohnpeian","English","Pohnpeian","Pohnpeian","English","Pohnpeian","Pohnpeian","English","English","English","Kosraean","English","English","English"
"English","English","English","Chuukese","English","English","English","English","English","Pohnpeian","English","Pohnpeian","Pohnpeian","Pohnpeian","Pohnpeian","Chuukese","English","Pohnpeian","English","English","English","English","English","English","Chuukese"
